filename,id,input_text,audio_caption,subject,target,situation,mechanism_Affection,mechanism_Intent,mechanism_Attitude,mechanism,domain,culture,label_Affection,label_Intent,label_Attitude,rationale,skipped,abandon
intent_1715.mp4,intent_1715,A tshirt that says - I don't belong here.,"The speaker's tone in the audio clip can be described as calm, measured, and somewhat detached. Their speech is delivered in a steady, even pace, without any noticeable fluctuations in volume or speed. This suggests a composed and controlled demeanor, likely indicating a professional or formal setting where the speaker is accustomed to speaking publicly.

The speaker's emotional style is characterized by a neutral or slightly introspective tone. There is a sense of distance or detachment in their voice, which may imply a reflective or philosophical mindset. This emotional style might be associated with someone who is thoughtful and introspective, possibly someone who is used to processing their thoughts before expressing them verbally.

The background environment is not explicitly described, but the presence of laughter suggests a social or public setting. The laughter could be a reaction to a joke or a humorous comment made by the speaker or someone else in the audience. This indicates a relaxed and informal atmosphere, where humor is appreciated and shared among the attendees.

Overall, the speaker's tone, emotional style, and the background environment suggest a scenario where the speaker is delivering a speech or presentation in a casual yet engaging setting, possibly at a social gathering or a public event where humor plays a role in the interaction.",the speaker / person mentioning the t-shirt,the friend group / audience,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Friend Group,General Culture,NULL,Meme-based Mockery,NULL,"[Anchor]
- Text evidence: ""I don't belong here."" (negative literal tone).
- Visual evidence: two men seated with surprised/awkward faces; two women standing with subdued expressions; background laughter audible.
- Cross-modal setup: a calm detached description of the shirt contrasts with amused and awkward group reactions.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: the self‑deprecating phrase combined with calm delivery and social laughter indicates masking insecurity via humor to preserve harmony.
- Minimal justification: the mismatch (negative content, neutral delivery, group laughter) signals face‑saving rather than literal exclusion.

[Inference]
- Emotion label: Sad.
- Subject/target justification: the speaker appears insecure/sad about belonging and directs this toward the social situation/audience.
- Domain/Culture usage: in friend groups self‑deprecating humor commonly functions to bond and defuse awkwardness, supporting this interpretation.",False,False
intent_0017.mp4,intent_0017,"nope, nope. i'm not saying squat in anything called a  safe space.","Certainly! Let's break down the speaker's tone, emotional style, and background environment based on the provided text:

### Tone:
The tone of the speaker is assertive and slightly frustrated. They are firmly stating their position and emphasizing their stance, which suggests a strong conviction in what they are saying. The use of the phrase ""I'm not saying squat"" indicates a sense of determination to avoid involvement in something they perceive as nonsensical or trivial.

### Emotional Style:
The speaker’s emotional style can be described as confident and possibly slightly defensive. They are not backing down or showing any signs of hesitation, indicating a strong resolve. The phrase ""I'm not saying squat"" is a bold statement that shows the speaker is not willing to compromise or be swayed by anything that they do not consider meaningful or有价值的.

### Background Environment:
The background environment is not explicitly described, but based on the content of the statement, it seems to be a setting where the speaker is engaged in a discussion or debate. The context suggests a public or social setting where the speaker feels the need to clarify or assert their position. The use of the term ""safe space"" implies a possible political, social, or cultural context where discussions or debates are taking place.

In summary, the speaker's tone is firm and determined, their emotional style is confident and slightly defensive, and the background environment is likely a setting where discussions or debates are occurring.",the speaker (presenter Jonah),the group's safe space norm / colleagues,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Workplace,General Culture,NULL,Conflict Mitigation,NULL,"[Anchor]
- Text evidence: ""i'm not saying squat in anything called a safe space."" (defiant/negative tone).
- Visual evidence: presenter with open‑palm shrug; co‑presenter looks surprised; audience shows folded arms, skeptical faces; a man makes exaggerated air‑quote gestures.
- Cross-modal setup: the defiant verbal refusal is paired with mocking and tense body language in a staff meeting.

[Pivot]
- Mechanism: expressive_aggression.
- Trigger rule: the contradiction between a blunt refusal and provocative gestures plus hostile audience reactions signals indirect aggression aimed at provoking or dominating rather than simple refusal. Minimal justification: words plus mocking visuals reveal an attempt to needle the group.

[Inference]
- Emotion label: Angry.
- Subject/target justification: the speaker expresses anger toward the group's ""safe space"" norm and colleagues enforcing it.
- Domain/Culture provides no additional disambiguation.",False,True
intent_1380.mp4,intent_1380,"okay, and if you could just get me that number by the end of the day, that'd be great.","The speaker's tone is polite and professional. The emotional style is neutral and composed, indicating a calm and composed state of mind. The background environment appears to be a quiet, indoor setting, possibly an office or a home, where the speaker is speaking in a clear and articulate manner.",the female speaker (supervisor),the coworker / employee,Intent,NULL,prosocial_deception,NULL,prosocial_deception,Workplace,General Culture,NULL,Conflict Mitigation,NULL,"[Anchor]
- Text evidence: ""if you could just get me that number"" — tone: polite/neutral.
- Visual evidence: woman in business attire holding a clipboard and pen; male coworker in uniform walking beside her; shelving and storage indicate a workplace setting.
- Cross-modal setup: A softened verbal request occurs while the speaker occupies a supervisory-looking interactional stance.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: The indirect polite phrasing contrasts with supervisory visual cues (clipboard, posture), implying a concealed directive to obtain the number while avoiding blunt orders.
- Minimal justification: The wording preserves the worker's face while functioning instrumentally to secure the task.

[Inference]
- Emotion label: Happy.
- Subject/target justification: The speaker (supervisor) frames the request positively to keep the worker agreeable while extracting the requested information.
- Domain/Culture provides no additional disambiguation.",False,True
intent_1284.mp4,intent_1284,i wish you could see this. you're really struggling.,"The speaker's tone is one of concern and empathy, suggesting a level of frustration or distress over the situation they are describing. The emotional style can be characterized as caring, yet also critical, as the speaker seems to be observing and commenting on someone's difficulty with something. The background environment is not explicitly described, but the tone suggests a situation where the speaker is either in a position to help or is witnessing the struggle of another in a setting that could be either formal or informal, depending on the context not provided.",Dina (speaker),Jonah (coworker),Intent,NULL,expressive_aggression,NULL,expressive_aggression,Workplace,General Culture,NULL,Dominance Assertion,NULL,"[Anchor]
- Text evidence: ""you're really struggling"" (literal tone: concerned/critical). Visual evidence: woman in a blue polo with name tag 'DINA' standing hands on hips; repeated smirking/eye-roll expressions; male coworker looking down and furrowing his brow. Cross-modal setup: the spoken line reads as concern while the facial expressions and posture appear dismissive or mocking.

[Pivot]
- Mechanism: expressive_aggression. Trigger rule: a cross-modal contradiction (concerning words vs. derisive posture/expressions) signals indirect aggression used to vent or assert power. Minimal justification: the mismatch turns empathetic wording into sarcastic criticism.

[Inference]
- Emotion label: Angry. Subject/target justification: the speaker (Dina) is displaying anger toward Jonah's performance. Domain/Culture usage: in workplace settings this sarcastic concern commonly functions to enforce norms and assert seniority.",False,False
intent_0233.mp4,intent_0233,dina's looking for you too.,"The speaker's tone is concerned and cautious. The emotional style is one of alertness and vigilance, suggesting a sense of urgency or potential danger. The background environment is likely a quiet or calm setting, possibly indoors, where the speaker feels the need to communicate in a subdued manner to maintain discretion and avoid attracting unwanted attention. The overall atmosphere conveyed by the speaker's tone and background suggests a scenario requiring careful attention and a cautious approach to ensure safety or avoid confrontation.",Sandra (the speaker),the addressed coworker,Intent,NULL,prosocial_deception,NULL,prosocial_deception,Workplace,General Culture,NULL,Conflict Mitigation,NULL,"[Anchor]
- Text evidence: ""dina's looking for you too."" (neutral tone). 
- Visual evidence: blue store uniform and visible name badge reading SANDRA; anxious/wide-eyed facial expression; standing among stacked boxes in a storeroom. 
- Cross-modal setup: a calm informational line is delivered alongside a cautious urgent audio tone and worried face.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: the neutral phrasing contrasts with cautious vocal delivery and anxious facial cues, indicating a softened warning meant to avoid alarming or drawing attention. 
- Minimal justification: speaker masks a protective warning with neutral wording to preserve discretion.

[Inference]
- Emotion label: Fearful.
- Subject/target justification: Sandra feels concern/fear about Dina finding the addressee and is covertly prompting avoidance. 
- Domain/Culture provides no additional disambiguation.",False,True
intent_0375.mp4,intent_0375,"corporate is asking us to run everybody through e-verify, and there's a bit of a problem.","The speaker's tone is neutral, straightforward, and somewhat neutral in emotion, indicating a professional and matter-of-fact approach. There is no excessive emphasis or dramatic expression, suggesting a calm and composed demeanor. The speaker's emotional style is likely practical and business-oriented, focusing on the task at hand rather than personal feelings or emotions.

The background environment appears to be a professional setting, possibly an office or corporate workspace. The tone and delivery suggest that the speaker is likely in a formal or business context, where clear and direct communication is important. The mention of ""eVerify"" indicates that the conversation is taking place in a corporate or organizational environment where employee verification and compliance with legal or regulatory requirements are relevant topics.

Overall, the speaker's tone and style, combined with the business-like environment, suggest that the conversation is focused on a professional matter, likely related to employee verification processes and potential issues or challenges that need to be addressed.",the speaker (manager),the employees being e-verified,Intent,NULL,prosocial_deception,NULL,prosocial_deception,Workplace,General Culture,NULL,Conflict Mitigation,NULL,"[Anchor]
- Text evidence: ""there's a bit of a problem."" (neutral tone). 
- Visual evidence: employees in matching blue vests seated in a breakroom; a man stands with a clipboard addressing the group; mostly restrained, attentive faces and casual coffee sipping. 
- Cross-modal setup: the speaker calmly frames a corporate compliance task to an assembled staff.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: the vague, neutral wording contradicts the likely sensitive implication (someone may lack paperwork); paired with composed delivery, this masks the uncomfortable fact to avoid direct embarrassment. 
- Minimal justification: the phrasing and demeanor soften a potentially damaging disclosure.

[Inference]
- Emotion label: Fearful.
- Subject/target justification: the speaker is fearful of directly naming individuals and thus downplays the problem to protect employee dignity. 
- Domain/Culture usage: workplace HR and compliance norms favor indirect language to minimize legal and interpersonal fallout.",False,True
intent_1372.mp4,intent_1372,"oh, i'm sorry, jonah.","The speaker's tone is apologetic, suggesting a sense of remorse or regret. The emotional style appears to be empathetic and considerate, indicating that the speaker is acknowledging another person's presence or concern. The background environment is not explicitly described, so it is assumed to be a neutral setting, possibly an office or a home, where the speaker is engaging in a conversation or interaction.",the speaker,Jonah,Intent,NULL,prosocial_deception,NULL,prosocial_deception,Workplace,General Culture,NULL,Conflict Mitigation,NULL,"[Anchor]
- Text evidence: ""oh, i'm sorry, jonah."" (negative).
- Visual evidence: speaker smiling at a laptop; relaxed open posture leaning forward; remote colleague on screen appears attentive.
- Cross-modal setup: The apologetic phrase is uttered while the speaker displays warm, friendly nonverbal cues on video.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: The apology's negative wording contradicts the upbeat visual delivery, a classic mask where politeness replaces raw remorse.
- Minimal justification: The mismatch implies a face-saving move to smooth the exchange rather than sincere contrition.

[Inference]
- Emotion label: Happy.
- Subject/target justification: The speaker projects positive warmth toward Jonah to preserve collegial rapport.
- Domain/Culture usage: In workplace norms, brief apologetic phrases often function as politeness to avoid conflict and keep interactions smooth.",False,False
intent_0864.mp4,intent_0864,"oh, my god. don't touch it.","The speaker's tone in this phrase, ""Oh my god, don't tell,"" is one of surprise and possibly concern or anxiety. The use of ""Oh my god"" suggests a reaction to something unexpected or alarming. The tone is urgent, indicating a sense of alarm or discomfort with the idea of revealing something, which could imply a desire to keep something hidden or a fear of consequences.

Emotionally, the speaker seems to be under stress or experiencing intense emotions, likely due to the situation they are discussing. The phrase suggests a mix of shock and apprehension.

The background environment is not explicitly described, so it is difficult to provide details about the setting. However, given the urgency and emotional intensity of the speaker's tone, the environment could be a high-pressure situation, such as a workplace where sensitive information needs to be handled discreetly, or a personal setting where the speaker feels the need to protect someone or something. The context implies a situation where the speaker is trying to prevent information from being shared, possibly to avoid harm or negative outcomes.",Sandra (phone holder),coworker / onlookers,Intent,NULL,prosocial_deception,NULL,prosocial_deception,Workplace,General Culture,NULL,Conflict Mitigation,NULL,"[Anchor]
- Text evidence: ""don't touch it."" (urgent/negative). 
- Visual evidence: Sandra holding a smartphone with a worried expression; a male coworker recoiling with hands raised; visible SANDRA name tag; phone centered in their actions. 
- Cross-modal setup: The spoken prohibition and the employee shielding the phone align at surface level as a request to stop others touching or seeing the device.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: the verbal urgency plus anxious body language creates a concealment act—surface command masks a goal to hide content or prevent disclosure. 
- Minimal justification: Together the utterance and visuals imply protecting information or avoiding embarrassment rather than a neutral safety warning.

[Inference]
- Emotion label: Fearful.
- Subject/target justification: Sandra appears fearful about others seeing the phone and directs the instruction at coworkers to stop discovery. 
- Domain/Culture provides disambiguation: workplace context suggests concern over exposing sensitive customer or company information, supporting a protective concealment intent.",False,True
intent_1393.mp4,intent_1393,what kind of symptoms have you been having?,"I'm sorry, but as an AI language model, I don't have a voice or a physical environment. I don't have a tone, emotional style, or background environment. I exist purely as a digital program designed to process and generate human-like text based on the input I receive. I don't have feelings or emotions, and I don't have a physical presence. My purpose is to provide information and assist with tasks to the best of my abilities. Is there anything else I can help you with?",Glenn (store manager),the employee being questioned,Intent,NULL,benevolent_provocation,NULL,benevolent_provocation,Workplace,General Culture,NULL,Conflict Mitigation,NULL,"[Anchor]
- Text evidence: ""what kind of symptoms have you been having?"" (neutral tone).
- Visual evidence: man with name tag reading GLENN; standing in a corridor facing a younger woman; serious/guarded facial expressions across frames.
- Cross-modal setup: The verbal question is a neutral health inquiry while the speaker's posture and badge mark him as a manager addressing an employee.

[Pivot]
- Mechanism: benevolent_provocation.
- Trigger rule: The neutral phrasing paired with a managerial, slightly irritated stance indicates the question is used to elicit disclosure to verify a claim rather than purely offer care.
- Minimal justification: The mismatch between neutral wording and administrative body language signals a tool-like prompt to reveal truthful information.

[Inference]
- Emotion label: Angry.
- Subject/target justification: Glenn appears annoyed/suspicious toward the employee's illness claim and is prompting details to assess it.
- Domain/Culture usage: In workplace contexts managers commonly ask such questions to confirm sick leave, so domain supports a verification intent.",False,True
intent_1619.mp4,intent_1619,Exactly what it was half an hour ago. It's like you're not even trying to get better.,"**Speaker's Tone:**

The speaker's tone is casual and slightly self-deprecating. They use a light and humorous tone, suggesting that they are trying to make light of a situation that could be seen as awkward or uncomfortable. This tone is effective in drawing the audience into a shared sense of amusement.

**Emotional Style:**

The speaker's emotional style is relaxed and informal. They exhibit a low level of stress and appear confident in their ability to handle the moment. There is a subtle undertone of vulnerability, as they are trying to convey that they are ""trying to get better,"" which suggests they are working on improving themselves. This vulnerability is balanced by a sense of humor and self-awareness, making the speaker relatable and engaging.

**Background Environment:**

The background environment seems to be a social setting, possibly a comedy club, podcast, or casual talk show. The sound of laughter (indicated by the ""laughter"" caption) suggests that the audience is engaged and responsive. The setting is likely indoors, with a relaxed and informal atmosphere conducive to conversation and humor. The presence of laughter indicates that the audience is enjoying the speaker's interaction, adding to the overall positive and engaging tone of the scene.",the speaker,their partner,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Intimate Relationships,General Culture,NULL,Meme-based Mockery,NULL,"[Anchor]
- Text evidence: ""you're not even trying to get better."" (literal tone: negative/critical). 
- Visual evidence: person reclined on couch under a blanket with tissues on the table; another person sitting nearby handling a tissue and leaning forward; tissues scattered and a mug visible. 
- Cross-modal setup: the critical-sounding line is delivered with light humor while visuals show attentive caregiving.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: verbal criticism contradicts caring actions plus laughter, indicating the speaker softens critique to avoid hurting the partner.
- Minimal justification: the mismatch of words and actions signals face-saving rather than genuine hostility.

[Inference]
- Emotion label: Happy.
- Subject/target justification: the speaker displays playful Happy toward the partner and masks reproach through caregiving behavior.
- Domain/Culture usage: in intimate relationships teasing often functions as affection, supporting a protective reading rather than literal blame.",False,False
intent_1876.mp4,intent_1876,"Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.","The speaker's tone in the provided audio is assertive and somewhat urgent. The use of the word ""gotta"" conveys a sense of necessity or importance, while the repetition of ""Janice"" emphasizes the speaker's emphasis on the name, possibly indicating a sense of frustration or impatience. The tone suggests that the speaker is directing someone named Janice in a specific way or trying to get her attention in a decisive manner.

In terms of emotional style, the speaker appears to be in a slightly stressed or annoyed state. The urgency in the tone and the forceful delivery of the name suggest that the speaker might be feeling pushed or impatient.

The background environment is not explicitly described in the provided audio. However, the clarity of the speech and the lack of significant background noise or sounds suggest that the speaker might be in a relatively quiet and controlled setting, possibly an office or a professional environment. The tone and emotional style might also imply that the speaker is in a position where they feel they need to assert themselves or make a point strongly, which could further suggest a professional or formal setting.",The speaker,Janice (the person being demanded),Intent,NULL,expressive_aggression,NULL,expressive_aggression,Friend Group,General Culture,NULL,Meme-based Mockery,NULL,"[Anchor]
- Text evidence: ""You gotta give me Janice."" (negative/urgent tone).
- Visual evidence: one person stands with arms crossed turned away; another person approaches from the door; several seated people at a table gesturing.
- Cross-modal setup: The speech is a forceful demand while visuals show a tense, avoidant body posture.

[Pivot]
- Mechanism: expressive_aggression.
- Trigger rule: The urgent, repeated demand contrasts with the addressee's avoidant posture, indicating vented frustration rather than a straightforward request.
- Minimal justification: The mismatch between pressure in voice and withdrawn body language signals indirect aggression.

[Inference]
- Emotion label: Angry.
- Subject/target justification: The speaker appears angry and is directing that anger toward Janice/the situation by pressing for compliance.
- Domain/Culture usage: In a friend group this sharp demand reads as interpersonal venting rather than formal coercion.",False,False
intent_0895.mp4,intent_0895,"oh, god, yeah, i totally forgot. sorry.","The speaker's tone in this excerpt is apologetic and slightly hurried. The use of ""Oh God, yeah totally forgot"" suggests that the speaker is feeling a sense of urgency and perhaps a bit of embarrassment or frustration at having forgotten something important. The tone conveys a feeling of mild panic or anxiety, as if the speaker is trying to make amends quickly.

The emotional style of the speaker can be described as caring but also somewhat stressed. There is a sense of concern and a desire to rectify the situation, which indicates that the speaker is likely concerned about the other person's feelings or the importance of the forgotten item.

The background environment is not explicitly described in the provided sentence, so it is difficult to infer any specific details about the setting. However, the use of ""Oh God, yeah totally forgot"" suggests that the speaker might be in a situation where they are under some pressure or in a hurry, possibly in a home, office, or public space where they are busy and need to be mindful of their responsibilities. The tone and emotional style imply that the environment is likely busy or somewhat chaotic, contributing to the speaker's sense of urgency.",the speaker (the woman in the floral dress),the attendees / social situation,Intent,NULL,prosocial_deception,NULL,prosocial_deception,Public & Service,General Culture,NULL,Conflict Mitigation,NULL,"[Anchor]
- Text evidence: ""i totally forgot"" (negative/urgent). - Visual evidence: woman in a floral dress with a startled open-mouthed expression; her body is mid-step; several attendees are looking toward her; decorated event chairs and lights visible. - Cross-modal setup: The apologetic utterance aligns with her flustered movement and visible audience at a public event.

[Pivot]
- Mechanism: prosocial_deception. - Trigger rule: The quick apology plus hurried tone and public attention suggests she downplays the mistake to avoid embarrassment and preserve social harmony. - Minimal justification: She offers a fast sorry instead of a full explanation, signaling repair over confrontation.

[Inference]
- Emotion label: Fearful. - Subject/target justification: The speaker (the woman) feels anxious about forgetting something and directs that anxiety toward calming the attendees. - Domain/Culture provides no additional disambiguation.",False,False
intent_0382.mp4,intent_0382,we should just take it from the top.,"The speaker's tone is neutral and matter-of-fact, suggesting a calm and composed emotional style. The speaker's tone is likely to be even and steady, without significant inflections or emphasis, which is characteristic of someone who is not particularly heightened in their emotions but rather maintains a level-headed approach. This tone could be indicative of someone who is experienced in a situation, or someone who is trying to keep their emotions in check, perhaps to facilitate a more objective discussion or decision-making process.

In terms of background, the environment seems to be a setting where a structured and professional interaction is taking place, such as a meeting or a formal discussion. The context of ""taking it from the top"" implies that this could be a rehearsal or a planning session, where the speaker is suggesting a methodical approach to reviewing or initiating a task. The environment is likely quiet and focused, conducive to productive and thoughtful communication.",the speaker (man in striped sweater),the interlocutor / colleagues,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Workplace,General Culture,NULL,Conflict Mitigation,NULL,"[Anchor]
- Text evidence: ""we should just take it from the top."" tone: neutral.
- Visual evidence: speaker grimacing with tensed mouth; hand raised in an emphatic gesture; leaning forward toward the other person.
- Cross-modal setup: The spoken line is a calm procedural suggestion while the nonverbal behavior escalates visibly.

[Pivot]
- Mechanism: expressive_aggression.
- Trigger rule: A contradiction between neutral procedural wording and agitated facial/gestural cues signals masked venting rather than a simple instruction.
- Minimal justification: The calm phrase covers an emotionally charged interruption evident in the visuals.

[Inference]
- Emotion label: Angry.
- Subject/target justification: The speaker is angry at the interaction/situation and directs that frustration toward the interlocutor/group by forcing a restart.
- Domain/Culture usage: In workplace contexts people often mask irritation with procedural language, supporting this interpretation.",False,False
intent_0839.mp4,intent_0839,don't worry. i'm not gonna squirt anyone.,"The speaker's tone in this snippet is lighthearted and casual. The phrase ""don't worry"" suggests a reassuring or calming demeanor. The speaker is likely trying to ease someone's concerns or doubts. The tone is relaxed and informal, indicating a comfortable or familiar relationship between the speaker and the listener.

The emotional style of the speaker is probably friendly and approachable. The use of a casual phrase like ""don't worry"" implies that the speaker is trying to create a positive and reassuring atmosphere. The tone is gentle and non-threatening, which can help to establish trust and make the listener feel at ease.

The background environment is not explicitly described in the snippet, but the casual tone and friendly emotional style suggest a comfortable and relaxed setting. This could be a personal conversation, a friendly chat, or a casual interaction in a social setting. The speaker's tone is likely to be appropriate for a variety of environments, including a casual meeting, a social gathering, or a friendly phone call.",the speaker (man with spray bottle),the group / coworkers,Intent,NULL,prosocial_deception,NULL,prosocial_deception,Workplace,General Culture,NULL,Conflict Mitigation,NULL,"[Anchor]
- Text evidence: ""don't worry. i'm not gonna squirt anyone."" (reassuring/positive tone).
- Visual evidence: person holding a spray bottle; several people standing close around a cart with stacks of cash; attentive/tense postures.
- Cross-modal setup: the speaker verbally calms the group while visually holding a prop that could plausibly squirt, creating a surface reassurance.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: the calming words contradict the visible potential for being sprayed, so the speaker downplays risk to avoid alarm and preserve group harmony.
- Minimal justification: saying it won’t happen while demonstrating the means functions as face-saving rather than literal reporting.

[Inference]
- Emotion label: Fearful.
- Subject/target justification: the group appears fearful or uneasy about being sprayed or the situation, so the speaker conceals that tension to reassure them.
- Domain/Culture usage: Workplace norms favor defusing tension around sensitive tasks, so this reassurance reads as protective face‑saving.",False,False
intent_0889.mp4,intent_0889,"oh, whoa! no, no, no! don't actually scoot in.","The speaker's tone in this audio clip is urgent and somewhat concerned. The words ""buddy"" and ""whoa"" indicate a friendly or familiar relationship, suggesting that the speaker is addressing someone they know well. The repetition of ""no"" and the phrase ""don't actually scoot in"" suggest a sense of caution or warning, possibly indicating that the speaker is trying to prevent someone from doing something that could be dangerous or inappropriate.

The speaker's emotional style seems to be one of mild anxiety or concern, as there is a hint of urgency in their tone. This could imply that they are worried about the other person's safety or well-being.

In terms of background environment, the audio does not provide clear information, but the casual use of phrases like ""buddy"" and ""whoa"" might suggest an informal setting, possibly a casual gathering or a social event where people are relaxed and familiar with each other. However, the urgency in the speaker's tone hints at a scenario where the setting might not be entirely safe or relaxed, such as a crowded place or an environment where there is a potential risk of someone accidentally causing harm or disrupt the situation.",Garrett (the speaker),a coworker about to scoot in,Intent,NULL,prosocial_deception,NULL,prosocial_deception,Workplace,General Culture,NULL,Conflict Mitigation,NULL,"[Anchor]
- Text evidence: ""don't actually scoot in"" (literal tone: negative/urgent). 
- Visual evidence: speaker seated with hands raised in a stop gesture; a wheelchair visible; coworkers look surprised or concerned. 
- Cross-modal setup: the verbal warning and urgent tone align with the speaker's stopping gesture directed at someone moving closer.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: the friendly informal phrasing plus urgent vocal delivery and emphatic stop-gesture create a benevolent surface while primarily aiming to prevent harm. 
- Minimal justification: the speaker masks alarm with casual address while actively blocking an unsafe action.

[Inference]
- Emotion label: Fearful.
- Subject/target justification: the speaker feels fearful/concerned about the coworker who might collide or invade space and so intervenes. 
- Domain/Culture provides no additional disambiguation.",False,False
intent_1726.mp4,intent_1726,Was that place the sun?,"The speaker's tone can be described as questioning and somewhat incredulous. This is reflected in the way the question is phrased, which suggests a sense of surprise or disbelief. The use of the word ""the sun"" at the end of the sentence adds to the sense of realization or emphasis on the subject in question.

The speaker's emotional style appears to be neutral to slightly amused due to the laughter that follows their speech. The laughter suggests that the speaker may have said something humorous or unexpected, possibly because they found the question about the sun amusing or because they were teasing someone about their knowledge or lack thereof.

The background environment seems to be a social setting, likely a gathering or event where people are engaged in conversation and laughter. The presence of laughter indicates a relaxed and informal atmosphere, which could be a party, a comedy show, or a casual social event. The speaker's tone and the laughter suggest that this is a light-hearted and possibly humorous exchange, with the speaker possibly engaging in playful banter or a joke.",the speaker,the friend being teased,Intent,NULL,prosocial_deception,NULL,prosocial_deception,Friendship,General Culture,NULL,Dominance Assertion,NULL,"[Anchor]
- Text evidence: ""Was that place the sun?"" — literal tone: neutral (incredulous). 
- Visual evidence: seated speaker with a slight smile/mid-laugh; another person standing in a yellow shirt looking surprised; relaxed kitchen-like setting and a mug/newspaper visible. 
- Cross-modal setup: the incredulous question plus audible laughter and relaxed posture presents as light teasing at surface.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: incongruent cues (mildly mocking question vs. friendly laughter/body language) indicate a surface jibe that conceals an affiliative goal. Minimal justification: the laughter and casual scene turn a critical-sounding line into harmless banter.

[Inference]
- Emotion label: Happy.
- Subject/target justification: the speaker expresses amused affection toward the friend through teasing. 
- Domain/Culture usage: in friendship contexts playful teasing commonly functions as bonding, clarifying the affectionate aim.",False,True
intent_0911.mp4,intent_0911,"i even got a plaque that said,  dad's number one sales boy.","The speaker's tone is formal and professional, indicating a business or corporate setting. The emotional style is neutral and matter-of-fact, suggesting a calm and composed demeanor. The background environment is likely an office or meeting room, with the speaker standing at a podium or desk.",Glenn (the speaker),coworker,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Workplace,General Culture,NULL,Dominance Assertion,NULL,"[Anchor]
- Text evidence: ""dad's number one sales boy"" (neutral/matter-of-fact). 
- Visual evidence: blue Cloud9 vest and name tag reading GLENN; upright chest and small smug smile; facing a colleague across a retail aisle. 
- Cross-modal setup: the line reads like an anecdote but the images show proud, directed body language that frames the remark as a status claim.

[Pivot]
- Mechanism: expressive_aggression.
- Trigger rule: the neutral boast paired with smug posture creates an indirect dominance move (masked competitiveness) toward the coworker. 
- Minimal justification: the delivery and stance turn a casual line into an aggressive status assertion.

[Inference]
- Emotion label: Angry.
- Subject/target justification: Glenn displays competitive/angry intent aimed at the coworker by asserting superiority. 
- Domain/Culture usage: In workplace interactions, such boasting functions as a face claiming move to establish rank.",False,True
intent_0620.mp4,intent_0620,"oh, we could get, like, a red bull fountain.","The speaker's tone in this audio clip is casual and slightly playful, suggesting a light-hearted and informal setting. The use of the phrase ""Oh we could get like a red bull fountain"" indicates a sense of spontaneity and creativity, as if the speaker is brainstorming ideas or suggesting something fun and unconventional.

The emotional style of the speaker seems relaxed and carefree, without any signs of urgency or distress. The tone is somewhat dreamy or whimsical, as if the speaker is considering a fantastical idea rather than a practical one.

The background environment is not explicitly described in the audio, but the overall tone and style suggest a setting that is likely informal and perhaps a bit quirky. This could be a casual conversation between friends, a brainstorming session, or a creative discussion where the speaker is free to express imaginative and unconventional ideas. The environment could be a relaxed social gathering, a coffee shop, or even a creative workspace where people are encouraged to think outside the box.",the employee speaker,coworkers / team,Intent,NULL,prosocial_deception,NULL,prosocial_deception,Workplace,General Culture,NULL,Dominance Assertion,NULL,"[Anchor]
- Text evidence: ""oh, we could get, like, a red bull fountain."" literal tone: positive.
- Visual evidence: employees in blue vests conversing at a counter; relaxed postures in a retail store; customers passing with a shopping cart.
- Cross-modal setup: Surface reading: a playful, impractical suggestion spoken casually while staff work.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: The fanciful verbal image contradicts the mundane retail visuals, so the remark functions as a benign, inaccurate proposal meant to amuse and smooth social interaction.
- Minimal justification: Playful audio plus relaxed coworkers implies the goal is social rapport, not literal planning.

[Inference]
- Emotion label: Happy.
- Subject/target justification: The speaker is aiming to amuse and bond with coworkers by proposing an obviously impractical but fun idea.
- Domain/Culture provides no additional disambiguation.",False,True
