filename,id,input_text,subject,target,subject1,subject2,subject3,target1,target2,target3,scenario,mechanism_Affection,mechanism_Intent,mechanism_Attitude,mechanism,domain,culture,label_Affection,label_Intent,label_Attitude,rationale,skipped,abandon
attitude_7062.png,attitude_2337,"me, the first time my sweet, beautiful baby boy ever brings a girl home to meet me. why don't you go back to your home on whore island?",parent,son's date,sibling,aunt,grandparent,son's friend,family friend,neighbor's daughter,Attitude,NULL,NULL,dominant_detachment,dominant_detachment,Family Conversations,General Culture,NULL,NULL,Contemptuous,"[Anchor]
- Text evidence: ""my sweet, beautiful baby boy"" (positive tone).
- Visual evidence: man in a burgundy suit with mustache; neutral-smug facial expression; dark curtain backdrop.
- Cross-modal setup: The caption begins with affectionate parental phrasing then immediately issues an explicit insult; the pictured persona looks performatively superior, matching the put-down.

[Pivot]
- Mechanism: dominant_detachment.
- Trigger rule: The speaker combines moralized name-calling to delegitimize and exclude the guest with a superior, emotionally detached stance in image and wording; sub-logic: Character Blaming. Minimal justification: The warm framing for the son is used to justify a moral veto and emotional cutoff directed at the guest.

[Inference]
- Attitude label: Contemptuous.
- Subject/target justification: The speaker (a parent) expresses contempt toward the son's female guest. Domain situates this as parental gatekeeping; Culture provides no additional disambiguation.",False,True
intent_9848.png,intent_7319,how you show up for the pta meeting when you know your kid has been a little shit,parent,kid,grandparent,neighbor,uncle,other parents,school board,sports coach,Intent,NULL,malicious_manipulation,NULL,malicious_manipulation,Family Conversations,General Culture,NULL,mitigate,NULL,"[Anchor]
- Text evidence: The caption frames a parent's arrival at a PTA meeting as a deliberate performance after the child misbehaves, signaling an anticipated confrontational stance.
- Visual evidence: The photo shows a stern, militaristic authoritative pose and uniform that visually encodes dominance, threat, and uncompromising will rather than conciliatory posture.

[Pivot]
- Cross-modal reasoning: Combining a domestic PTA scenario with overtly authoritarian imagery shifts the communicative goal from problem-solving to a display of power intended to silence or cow others.

[Inference]
- The implied intent is to intimidate authority so the parent can pressure school staff into leniency and avoid accountability for the child.",False,False
2_549.mp4,intent_8512,Really?,speaker,interlocutor,actress,artist,woman,document,schedule,building,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Friendship Interactions,General Culture,NULL,mitigate,NULL,"[Anchor]
- Text evidence: the utterance ""Really?"" (tone: surprised/incredulous). 
- Visual evidence: holding a small case up toward the interlocutor; raised eyebrows; slight smirk showing teeth; forward lean. 
- Cross-modal setup: at surface the audio expresses surprise while the image displays an object as evidence.

[Pivot]
- Mechanism: benevolent_provocation.
- Trigger rule: the incredulous prompt combined with a playful visual display creates a mild provocation designed to elicit a response rather than convey literal accusation.
- Minimal justification: these cues align with teasing that aims to prompt reaction in friendly banter.

[Inference]
- Emotion label: Happy.
- Subject/target justification: the speaker appears amused and directs the provocation at the friend to get a reaction.
- Domain/Culture usage: Friend Interaction supports playful provocation as a common social move.",False,False
intent_3364.png,intent_1531,"o yeah we got the nintendo switch! hey goat, yes human? close your eyes goat, ok human",human,goat,owner,player,friend,console,controller,toy,Intent,NULL,prosocial_deception,NULL,prosocial_deception,Online & Social Media,General Culture,NULL,alienate,NULL,"[Anchor]
- Text evidence: The speaker announces a Nintendo Switch then instructs the goat to ""close your eyes,"" a classic setup for a hidden reveal. Visual evidence: three-panel goat images progress from calm to an expressive reaction in the final panel.
[Pivot]
- Cross-modal setup: The verbal prompt creates an information gap while the images show the goat's changing expressions, implying the human is staging a concealed reveal to produce a reaction.
[Inference]
- The hidden goal is to deliberately mislead the goat briefly to produce a positive surprise reaction, i.e., to surprise the goat.",False,True
attitude_8157.png,attitude_1757,"go ahead, call the cops they can't un-rape you",person in black,person got raped,image subject,platform moderator,anonymous commenter,friend,bystander,person confront suspect,Attitude,NULL,NULL,dominant_detachment,dominant_detachment,Online & Social Media,General Culture,NULL,NULL,Contemptuous,"[Anchor]
- Text evidence: ""they can't un-rape you"" (negative tone). 
- Visual evidence: young man facing the camera with a skeptical/unsympathetic expression; direct eye contact; plain white background and casual clothing. 
- Cross-modal setup: The blunt, demeaning text is paired with a confrontational stare, producing a dismissive message at surface level.

[Pivot]
- Mechanism: dominant_detachment. Trigger rule: the wording dismisses the value of seeking help (power-positioning via invalidation) while the image's unsympathetic stare enacts emotional cutoff; this matches the sub-logic Invalidation. Minimal justification: text negates the legitimacy of reporting and image reinforces emotional distance.

[Inference]
- Attitude label: Contemptuous. Subject/target justification: The speaker/uploader expresses contempt toward someone contemplating contacting police about sexual assault. Domain/Culture provides no additional disambiguation beyond an online context that amplifies provocative, dismissive rhetoric.",False,False
332.mp4,attitude_7091,"fine, okay.",the speaker,the person on the right,a tall customer,a passerby,the shopper,male passerby,shopper on the left,customer in yellow,Attitude,NULL,NULL,protective_distancing,protective_distancing,Workplace,General Culture,NULL,NULL,Skeptical,"[Anchor]
- Text evidence: ""fine, okay."" (neutral/hesitant tone). 
- Visual evidence: employee in a blue store vest with a name badge, neutral/flat facial expression, body slightly turned away from the addressee, the addressee partially visible on the right. 
- Cross-modal setup: the brief, minimal utterance pairs with subdued, avoidant body language at the scene.

[Pivot]
- Mechanism: protective_distancing.
- Trigger rule: the speaker uses minimal wording that withdraws engagement while the image shows physical/affective retreat; this is an instance of Emotional Withdrawal. Minimal justification: the short, hesitant reply plus turned posture reduces commitment and participation.

[Inference]
- Attitude label: Indifferent. 
- Subject/target justification: the speaker (employee) conveys guarded disengagement toward the person he addresses. 
- Domain/Culture usage: in a workplace context, such terse replies typically signal cooling off or nonengagement rather than warmth; this disambiguates the implicit meaning.",False,False
attitude_3600.png,attitude_6293,dishwasher is broken? then wash it by hand,the poster,complaining household chores,man in the car,person complaining,the viewer,the dishwasher,washing dishes,the older man,Attitude,NULL,NULL,dominant_detachment,dominant_detachment,Family Conversations,General Culture,NULL,NULL,Dismissive,"[Anchor]
- Text evidence: the phrase ""then wash it by hand"" (neutral/imperative). 
- Visual evidence: an older man smiling at the camera, leaning out of a car window, relaxed posture and casual shirt. 
- Cross-modal setup: a friendly-looking image pairs with a blunt, no-nonsense directive at face value.

[Pivot]
- Mechanism: dominant_detachment. The wording asserts a terse solution that treats the complaint as illegitimate, and the smiling image creates a calm high-ground delivery; this combination fits an Invalidation sub-logic. The speaker's brief directive and the image's composed demeanor together withdraw empathy and dismiss the concern.

[Inference]
- Attitude label: Dismissive. The speaker (man in the image) directs dismissal toward a family member raising the dishwasher issue. Domain/Culture provides no additional disambiguation.",False,False
113.mp4,affection_5543,"speaking of cereal, you sound just like tony the tiger.",Justine,Sandra,Natalie,Carlos,Joan,Angela,Mark,Rosa,Affection,figurative_semantics,NULL,NULL,figurative_semantics,Workplace,General Culture,Happy,NULL,NULL,"[Anchor]
- Text evidence: ""you sound just like tony the tiger."" (literal tone: neutral). 
- Visual evidence: both people are smiling/laughing; one person points playfully; visible name badges and a store counter with a bowl in hand. 
- Cross-modal setup: the line could be read as a teasing remark on its own, while the images and audio show a warm, playful interaction.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: the literal teasing phrase is reframed by cheerful vocal delivery and smiling faces, converting potential mockery into affiliative humor.
- Minimal justification: audio+visual cues negate a hostile reading and indicate friendly teasing.

[Inference]
- Emotion label: Happy.
- Subject/target justification: the speaker (Justine) expresses playful warmth toward colleague Sandra through imitation and laughter. 
- Domain/Culture usage: Workplace context supports coworker banter, so Domain/Culture reinforces an affiliative, not hostile, interpretation.",False,False
attitude_3811.png,attitude_5525,when everything is going wrong but you're positive,meme creator,positive person,street artist,satirical playwright,advertising executive,soilders,public panic,a volunteer,Attitude,NULL,NULL,submissive_alignment,submissive_alignment,Online & Social Media,General Culture,NULL,NULL,Sympathetic,"[Anchor]
- Text evidence: ""when everything is going wrong but you're positive"" (literal tone: positive).
- Visual evidence: severely damaged car wreck; a man amid the wreckage with arm raised and mouth open; multiple bystanders observing.
- Cross-modal setup: The upbeat caption is placed over a clear disaster scene, creating an ironic mismatch.

[Pivot]
- Mechanism: dominant_detachment.
- Trigger rule: The caption's upbeat framing plus the disaster image functions to invalidate or mock the target's positivity through cross-modal sarcasm; this matches Invalidation. The image's severity produces a high-ground dismissal of the optimistic stance.

[Inference]
- Attitude label: Dismissive.
- Subject/target justification: The meme creator (subject) treats a person remaining positive (target) as inappropriately naive. Domain/Culture provides no additional disambiguation.",False,True
537.mp4,attitude_7151,"oh, glenn, should you be drinking that with your diabetes?",the standing coworker,Glenn,a delivery driver,a nearby customer,a passerby,the receipt,the customer's bag,the store receipt,Attitude,NULL,NULL,dominant_affiliation,dominant_affiliation,Workplace,General Culture,NULL,NULL,Contemptuous,"[Anchor]
- Text evidence: ""should you be drinking that with your diabetes?"" (negative/concerned tone).
- Visual evidence: standing employee in a store vest speaking, raised hand/gesturing; seated employee in a vest looking toward speaker; another person holding a yellow drink near their mouth.
- Cross-modal setup: the verbal question about drinking is directed at a visible person holding a drink while coworkers stand nearby.

[Pivot]
- Mechanism: dominant_affiliation.
- Trigger rule: the speaker adopts a corrective/protective stance that asserts authority over the target's choice and frames care as intervention; this is Benevolent Control. The standing, gesturing posture plus the admonishing question together signal guidance from a higher footing.

[Inference]
- Attitude label: Concerned. The standing coworker (speaker) implicitly expresses care and corrective judgement toward Glenn's drink choice. Domain/Culture allows coworkers to offer protective advice in a workplace setting; it provides no further disambiguation.",False,False
2_591.mp4,intent_8550,"How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?",elderly woman,the man,criticized family member,other relatives in house,party guests present,family new year gathering,house swimming pool,living room punch bowl,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Family Conversations,General Culture,NULL,mock,NULL,"[Anchor]
- Text evidence: ""throwing up in the pool"" (literal tone: negative/vulgar).
- Visual evidence: older woman seated in a kitchen set; neutral-to-smiling facial expression; head tilt and open mouth indicating speaking.
- Cross-modal setup: The surface pairs an outrageous literal list with a calm, amused delivery, signaling joking sarcasm rather than endorsement.

[Pivot]
- Mechanism: expressive_aggression.
- Trigger rule: The contradiction between lewd content and amused delivery reveals sarcasm used to indirectly criticize or shame the idea.
- Minimal justification: The speaker exaggerates gross scenarios while smiling, a common indirect attack in family banter.

[Inference]
- Emotion label: Disgusted.
- Subject/target justification: The speaker expresses disgust toward the proposed New Year's behavior.
- Domain/Culture provides no additional disambiguation.",False,False
attitude_8816.png,attitude_1490,if you say these muslim protesters are violent.. they will kill you!!,poster,muslim protesters,religious leader,community organizer,graphic designer,violent extremists,political commentators,islamic clerics,Attitude,NULL,NULL,dominant_detachment,dominant_detachment,Public & Service,General Culture,NULL,NULL,Hostile,"[Anchor]
- Text evidence: quotes ""they will kill you!!"" (negative, threatening). 
- Visual evidence: men with beards and head coverings standing close together; a black flag with Arabic script; a protest sign reading words including ""DEFEND THE MUSLIMS"". 
- Cross-modal setup: the text issues an accusatory threat while the image shows protesters (no violence visible), linking the verbal claim to the pictured group.

[Pivot]
- Mechanism: dominant_detachment.
- Trigger rule: the speaker asserts a threatening, high-ground condemnation of the group by attributing violent intent (Character Blaming), and the image of ordinary protesters is used to amplify that allegation; this combines power-positioning via accusatory wording with cross-modal escalation from peaceful visuals to implied danger. Minimal justification: the wording delegitimizes and vilifies the target while the photo supplies a recognizable group to threaten.

[Inference]
- Attitude label: Hostile. 
- Subject/target justification: The speaker (meme author) expresses antagonism toward Muslim protesters by framing them as murderous. 
- Domain/Culture provides no additional disambiguation.",False,False
attitude_5734.png,attitude_1399,i will not look at her tits because she is my friend said no man ever,meme author,men,viewers,woman in pool,pool photographer,women,friends,onlookers,Attitude,NULL,NULL,dominant_detachment,dominant_detachment,Intimate Relationships,General Culture,NULL,NULL,Dismissive,"[Anchor]
- Text evidence: ""i will not look at her tits"" — literal tone: sarcastic. 
- Visual evidence: woman floating in a bikini; a man seated on the pool ladder facing her. 
- Cross-modal setup: The text mocks restraint while the photo centers a man's gaze on the woman.

[Pivot]
- Mechanism: dominant_detachment.
- Trigger rule: The caption dismisses the claim as impossible while the image shows a positioned male observer, producing cross-modal invalidation; sub-logic used: Invalidation. Minimal justification: It treats the professed restraint as illegitimate.

[Inference]
- Attitude label: Dismissive.
- Subject/target justification: The speaker (meme author) expresses dismissal toward men who claim they would not look at a female friend's breasts. Domain/Culture usage: Domain clarifies this targets male friend behavior; Culture provides no additional disambiguation.",False,False
affection_5547.png,affection_2335,the old lady shows arthur what she used to do during the war,the poster,wartime behavior,the older woman,Arthur,the soldiers,the roasted turkey,the kitchen,family dinner,Affection,figurative_semantics,NULL,NULL,figurative_semantics,Family Conversations,General Culture,Angry,NULL,NULL,"[Anchor]
- Text evidence: ""what she used to do during the war"" (literal tone: neutral). 
- Visual evidence: a heavily browned/charred roast in a glass baking dish; woman wearing oven mitts holding the dish; woman's face forming an awkward grimace. 
- Cross-modal setup: the caption frames an ominous wartime skill while the photo shows a mundane, poorly cooked roast and an uneasy expression.

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: the serious wartime wording conflicts with a banal kitchen scene, producing a darkly ironic, repulsive reading.
- Minimal justification: the mismatch forces a non-literal, discomforting interpretation.

[Inference]
- Emotion label: Disgusted.
- Subject/target justification: the old lady's grimace and the charred carcass imply revulsion toward the dish/act she is demonstrating.
- Domain/Culture provides no additional disambiguation.",False,False
attitude_2756.png,attitude_4625,the black ranger do you really think they were just talking about his costume? your argument it's completely valid!,meme poster,black ranger,satirical columnist,conspiracy theorist,forum moderator,costume,a publicist arguing,a cultural critic,Attitude,NULL,NULL,dominant_affiliation,dominant_affiliation,Online & Social Media,General Culture,NULL,NULL,Dismissive,"[Anchor]
- Text evidence: ""your argument it's completely valid!"" (positive tone). 
- Visual evidence: a photo of people in Power Ranger costumes (one dark/black-colored suit); a smiling Black man standing with arms crossed; a person painted green with an open-mouthed, exaggerated expression. 
- Cross-modal setup: the text overtly affirms the argument while the images juxtapose the Black ranger and a grotesque figure separated by a smiling Black man.

[Pivot]
- Mechanism: dominant_affiliation. 
- Trigger rule: the praise phrase is used alongside images that visually belittle the subject, creating a patronizing endorsement that asserts superiority; this matches the ""Patronizing Praise"" sub-logic. The warm-sounding validation functions as ironic condescension because of the demeaning visual comparison.

[Inference]
- Attitude label: Dismissive. 
- Subject/target justification: the meme poster adopts a dismissive, mock-validating stance toward the person defending that critiques were only about costume. 
- Domain/Culture provides no additional disambiguation.",False,False
affection_8984.png,affection_2884,monkeys wipe their asses with their hands and throw their own shit but i'm the unclean one,poster,poster himself,monkeys,pig,bathtub,the pig,the monkeys,a bystander,Affection,multimodal_incongruity,NULL,NULL,multimodal_incongruity,Online & Social Media,General Culture,Happy,NULL,NULL,"[Anchor]
- Text evidence: ""but i'm the unclean one"" (negative tone). 
- Visual evidence: a pig sitting in a bathtub; visible soap bubbles; bathroom fixtures (faucet, shower curtain). 
- Cross-modal setup: the caption accuses others of filthy behavior while the image shows an animal being bathed (cleanliness cue).

[Pivot]
- Mechanism: multimodal_incongruity.
- Trigger rule: the positive/clean visual contradicts the text's complaint about being labeled ""unclean,"" producing an ironic/accusatory reading. 
- Minimal justification: the mismatch reframes the caption as indignation rather than a literal hygiene claim.

[Inference]
- Emotion label: Angry.
- Subject/target justification: the poster expresses indignation toward those who call them unclean. 
- Domain/Culture usage: Domain/Culture provides no additional disambiguation.",False,False
intent_5866.png,intent_2935,when you told her you was going to fuck her till she was stupid,male speaker,the woman,woman,pickup artist,superior,the victim,the listener,public,Intent,NULL,malicious_manipulation,NULL,malicious_manipulation,Intimate Relationships,General Culture,NULL,dominate,NULL,"[Anchor]
- Text evidence: The caption quotes an explicit sexual threat (""fuck her till she was stupid"") presented as a boast. Visual evidence: The photo shows a woman with an open mouth and hand to her chest, a clear shocked/distressed reaction. Cross-modal: The boast of sexual domination is directly met by visible alarm, not amusement.

[Pivot]
- Mechanism: malicious_manipulation. The utterance weaponizes sexuality and packages control as erotic promise to exploit or intimidate.

[Inference]
- The speaker’s true goal is to intimidate sexually and assert control over the woman, as shown by the target’s shocked response.",False,False
329.mp4,affection_5454,where's my order? i need that washing machine.,the customer,store employee,the delivery driver,speaker,speaker,passerby,bystander,pedestrian,Affection,affective_deception,NULL,NULL,affective_deception,Public & Service,General Culture,Angry,NULL,NULL,"[Anchor]
- Text evidence: ""where's my order? i need that washing machine."" literal tone: negative/urgent.
- Visual evidence: man seated in a red pickup leaning to the open window; mouth open mid-speech; hand gesture visible in last frame; a person in a blue store vest faces him.
- Cross-modal setup: The words are a direct request about an order while audio/visual cues show confrontation and impatience.

[Pivot]
- Mechanism: affective_deception.
- Trigger rule: The surface request is functional/neutral but vocal tone and body language leak irritation, so the explicit wording masks underlying affect.
- Minimal justification: The complaint is implied by nonverbal cues rather than stated emotion.

[Inference]
- Emotion label: Angry.
- Subject/target justification: The customer (speaker) is implicitly annoyed and directs that annoyance at the store employee/order status.
- Domain/Culture usage: In public service settings this kind of request commonly encodes impatience; Domain/Culture provides no additional disambiguation.",False,True
intent_11965.png,intent_1897,when mom asks where all the jews went,meme poster,Jewish people,community event organizer,dinner guest,visiting grandchild,immigrant families,local neighbors,family members,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Family Conversations,General Culture,NULL,provoke,NULL,"[Anchor]
- Text evidence: The caption frames the disappearance of a protected group as a casual family joke. Visual evidence: four triumphant frames of an authoritarian speaker conveying victory and glee. The surface-level humor references a violent outcome.
[Pivot]
- Cross-modal setup: The playful, domestic caption mismatches the celebratory imagery, turning a family meme into a veiled endorsement of harm. Humor masks a hostile message and displaces direct aggression.
[Inference]
- The implicit intent is to vent hostility and normalize or celebrate the eradication of Jews through indirect, triumphant humor.",False,False
attitude_3987.png,attitude_5666,you knew that was the wrong hole you're goddamn right i did!,the man,the woman,hole,sports team fan,driver in top image,hole,female bystander,man,Attitude,NULL,NULL,dominant_detachment,dominant_detachment,Intimate Relationships,General Culture,NULL,NULL,Dismissive,"[Anchor]
- Text evidence: ""you're goddamn right i did!"" (defiant/negative). 
- Visual evidence: top panel shows a woman crying with watery eyes and a pained expression; bottom panel shows a man baring his teeth, eyes wide, wearing a green headband with Arabic script; two-panel meme format. 
- Cross-modal setup: the top frame accuses while the bottom frame replies defiantly and aggressively.

[Pivot]
- Mechanism: dominant_detachment. 
- Trigger rule: the speaker's boastful refusal uses high-ground dismissal of the complaint, and the image contrast (distress above vs hostile grin below) reinforces emotional cutoff; I use the sub-logic ""Invalidation"" as evidence. Minimal justification: the wording asserts contempt rather than empathy, matched by the aggressive facial display.

[Inference]
- Attitude label: Contemptuous. 
- Subject/target justification: the man (subject) adopts a contemptuous stance toward the woman (target) by dismissing her distress and bragging. 
- Domain/Culture provides no additional disambiguation.",False,False
affection_3461.png,affection_1794,toshiba? i lost a friend on that beach,poster,old man,man,photograph,meme,lost dog beach,phone lost on beach,wallet found on beach,Affection,socio_cultural_dependency,NULL,NULL,socio_cultural_dependency,Online & Social Media,General Culture,Disgusted,provoke,NULL,"[Anchor]
- Text evidence: ""i lost a friend on that beach"" (negative tone).
- Visual evidence: an elderly man facing camera, scowling/furrowed brow, pursed lips, plain white background and purple polo; no visible tears.
- Cross-modal setup: the caption reports personal loss while the photo shows a gruff, non-grieving facial display.

[Pivot]
- Mechanism: affective_deception.
- Trigger rule: The verbal admission of sorrow is paired with a stoic/grumpy appearance, indicating the image masks rather than matches the claimed emotion.
- Minimal justification: The modalities conflict so the visual likely conceals genuine sadness.

[Inference]
- Emotion label: Sad.
- Subject/target justification: The poster is mourning a lost friend (the beach is the site of loss) despite presenting a gruff exterior.
- Domain/Culture usage: Domain/Culture provides no additional disambiguation.",False,False
526.mp4,attitude_7147,"what are you doing- no, no, don't do that!",the speaker,amy,a customer,a shopper,the delivery driver,the store manager,security guard,customer,Attitude,NULL,NULL,dominant_detachment,dominant_detachment,Public & Service,General Culture,NULL,NULL,Disapproving,"[Anchor]
- Text evidence: ""don't do that!"" (negative, prohibitive tone).
- Visual evidence: a man leaning over the counter with hands on the desk; the seated employee in a blue vest raises a hand; close physical proximity across the counter.
- Cross-modal setup: The audio issues a sharp prohibition while the images show a customer physically intruding toward the employee.

[Pivot]
- Mechanism: dominant_detachment.
- Trigger rule: The speaker's vetoing language and the employee's defensive gesture assert a high-ground refusal of the customer's action, creating a dismissal of that behavior; sub-logic: Invalidation. Minimal justification: urgent ""don't"" plus visual intrusion jointly reject the customer's move.

[Inference]
- Attitude label: Dismissive.
- Subject/target justification: The employee (speaker) adopts this stance toward the leaning customer to stop the action.
- Domain/Culture usage: In public/service settings, staff boundary-setting is normative and clarifies the implicit corrective intent.",False,False
affection_3227.png,affection_3617,the thing about deeply depressed people is we don't smile with our teeth we smile with our eyes,poster,depressed peaple,celebrity,meme,photograph,a staged expression,a performative display,a publicity stunt,Affection,affective_deception,NULL,NULL,affective_deception,Online & Social Media,General Culture,Sad,NULL,NULL,"[Anchor]
- Text evidence: ""deeply depressed people"" (negative tone). 
- Visual evidence: closed-mouth smile with no visible teeth; slight eye crinkling; formal clothing and posed portrait framing. 
- Cross-modal setup: the caption asserts inner sadness while the photo shows a restrained smile that emphasizes the eyes.

[Pivot]
- Mechanism: affective_deception.
- Trigger rule: the text names an internal negative state while the image displays a socially acceptable smile, so the visual display functions as a mask over the stated sadness. 
- Minimal justification: together they present a performed smile that conceals genuine low mood.

[Inference]
- Emotion label: Sad.
- Subject/target justification: the poster (speaker) is depicted as the experiencer, communicating sadness about their own depression that is masked by an outward smile. 
- Domain/Culture usage: Domain/Culture provides no additional disambiguation.",False,False
affection_4072.png,affection_3937,when you've finished with your life of crime,former criminal,life after crime,wannabe gangster,parole officer,retired detective,future retirement plan,new job prospects,public reputation repair,Affection,figurative_semantics,NULL,NULL,figurative_semantics,Online & Social Media,General Culture,Bad,NULL,NULL,"[Anchor]
- Text evidence: ""when you've finished with your life of crime"" (literal tone: neutral/ironic). 
- Visual evidence: peeling, chipped mannequin; head bowed and downcast pose; monochrome, worn appearance. 
- Cross-modal setup: The caption names a post-criminal moment while the image shows a degraded, downcast figure at surface level.

[Pivot]
- Mechanism: figurative_semantics.
- Trigger rule: The mannequin's physical decay and bowed posture function as a source-domain metaphor for emotional exhaustion/resignation after a life of crime. 
- Minimal justification: The caption points to a life-stage and the damaged figure provides the metaphorical image for an inner state.

[Inference]
- Emotion label: Sad.
- Subject/target justification: The implied ""you"" (a former criminal) is inferred to feel hollow/resigned about life after crime. 
- Domain/Culture usage: Domain/Culture provides no additional disambiguation.",False,False
attitude_5005.png,attitude_4955,diversity is our greatest strength,uploader,workplace management,disgruntled employee,social media troll,satirical comedian,HR department,company PR team,diversity training program,Attitude,NULL,NULL,dominant_affiliation,dominant_affiliation,Workplace,General Culture,NULL,NULL,Contemptuous,"[Anchor]
- Text evidence: ""diversity is our greatest strength"" (positive tone).
- Visual evidence: a man in business attire standing over a woman in business attire; the man has a raised hand near her; the woman sits on the floor covering her face in a corridor.
- Cross-modal setup: the upbeat slogan is juxtaposed with an image of a clear workplace power imbalance.

[Pivot]
- Mechanism: dominant_affiliation.
- Trigger rule: the warm, promotional wording functions as patronizing praise while the image shows a superior dominating an employee, so the verbal friendliness masks and enforces superiority (Patronizing Praise). This contrast activates a superiority frame rather than genuine inclusion.

[Inference]
- Attitude label: Dismissive.
- Subject/target justification: the meme-maker expresses dismissal of the employer's professed commitment to diversity, directing critique at workplace management's claim.
- Domain/Culture provides no additional disambiguation.",False,False
61.mp4,intent_8392,"no, no, take your time.",woman,the listnener,man in suit beside,restaurant server background,other restaurant diners,man standing beside her,restaurant dining atmosphere,ordering food process,Intent,NULL,prosocial_deception,NULL,prosocial_deception,Public & Service,General Culture,NULL,mitigate,NULL,"[Anchor]
- Text evidence: ""no, no, take your time."" (polite/neutral tone).
- Visual evidence: woman's furrowed brow and pursed lips, dismissive hand gesture, man's tight-lipped half-smile; bar/restaurant setting.
- Cross-modal setup: the spoken phrase is courteous while facial expressions and gestures show irritation.

[Pivot]
- Mechanism: prosocial_deception.
- Trigger rule: calm polite wording conflicts with annoyed facial cues, indicating concealment of impatience to avoid confrontation.
- Minimal justification: in public/service contexts speakers often mask irritation with politeness to keep social harmony.

[Inference]
- Emotion label: Angry.
- Subject/target justification: the female speaker is privately annoyed at the service/situation but frames it politely toward the waiter.
- Domain/Culture provides no additional disambiguation",False,False
intent_7564.png,intent_2558,"dad why do we stink? so blind people can hate us too, son",poster,black people,young boy asking question,park person walking,other parents in park,child body odor,the outdoor park environment,father and son relationship,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Family Conversations,General Culture,NULL,mock,NULL,"[Anchor]
- Text evidence: The punchline explicitly frames a coarse self-referential insult (""so blind people can hate us too"") as a causal answer. Visual evidence: A warm, intimate photo of a father kneeling and speaking gently to a child contrasts with the vulgar caption.
[Pivot]
- Cross-modal setup: The wholesome parenting image is repurposed to deliver a transgressive joke; the mismatch disguises a hostile or shocking utterance as dark humor rather than sincere commentary.
[Inference]
- Mechanism: expressive_aggression. The hidden goal is to provoke shock and elicit laughter by deploying indirect aggression under a benign veneer.",False,False
intent_7227.png,intent_2609,when the un adds another million to the holocaust death toll,meme poster,Jewish people,social media moderator,social media marketer,political campaign strategist,United Nations,news media,world leaders,Intent,NULL,expressive_aggression,NULL,expressive_aggression,Online & Social Media,General Culture,NULL,mock,NULL,"[Anchor]
- Text evidence: The caption frames an increased Holocaust death toll as an event to react to; wording is flippant and provocative. Visual evidence: Photo shows Orthodox Jewish men in a celebratory communal scene. Cross-modal mismatch: pairing joyous imagery with a mass-death statistic produces a suggestive claim that the group celebrates victims.
[Pivot]
- Mechanism: expressive_aggression. The meme uses indirect ridicule and displacement to vilify and humiliate a protected group without an explicit call to action.
[Inference]
- Intent: to portray Jews as callous and thereby stoke hostility and dehumanize the group online.",False,False
affection_0148.jpg,affection_0232,when you obey your elders,meme poster,the viewer,internet meme archive,content moderator,close friend,meme poster,online commenters,dead relatives,Attitude,NULL,NULL,dominant_detachment,dominant_detachment,Online & Social Media,General Culture,NULL,NULL,Sympathetic,"[Anchor]
- Text evidence: ""you think about yo dead relatives thats watching"" (negative tone).
- Visual evidence: a young gorilla's face peeking over foliage; only eyes and forehead visible; dense green leaves in foreground.
- Cross-modal setup: The caption shames the addressed 'you' while the animal peeking image frames the behavior as scrutinized and mockable.

[Pivot]
- Mechanism: dominant_detachment.
- Trigger rule: The text levels a moralizing blame at the addressee (Character Blaming) and the image's furtive animal gaze amplifies dismissive mockery; together they assert moral superiority and invalidate the target's behavior. Minimal justification: wording condemns the act while the visual reduces the target to an object of ridicule.

[Inference]
- Attitude label: Contemptuous.
- Subject/target justification: The meme poster expresses contempt toward the addressed viewer by shaming and mocking their private behavior.
- Domain/Culture provides no additional disambiguation.",False,False
attitude_7618.png,attitude_2451,when you're 2% of the population but 40% of all pedophiles,social media poster,pedophiles,platform algorithm,news media outlet,public relations firm,demographic group,the criminal justice,media outlets,Attitude,NULL,NULL,dominant_detachment,dominant_detachment,Online & Social Media,General Culture,NULL,NULL,Hostile,"[Anchor]
- Text evidence: ""2% of the population but 40% of all pedophiles"" (negative tone). 
- Visual evidence: person wearing an orange prison jumpsuit; hands restrained with handcuffs; indoor/courtroom-like background. 
- Cross-modal setup: the caption levels an accusation at an unnamed minority while the photo depicts an incarcerated individual, linking the group to criminality.

[Pivot]
- Mechanism: dominant_detachment. 
- Trigger rule: The caption assigns moral blame to the unnamed 2% group and the image of a cuffed prisoner reinforces that condemnation, enacting Character Blaming; together they place the poster on a moral high ground and dismiss the group's legitimacy. 

[Inference]
- Attitude label: Contemptuous. 
- Subject/target justification: The social media poster directs contempt at the group described as ""2% of the population"" by associating them with pedophilia. 
- Domain/Culture provides no additional disambiguation.",False,False
